uid,datetime,latitude,longitude,cluster
31,2018-01-02 13:14:14,-1.29228787431091,36.8423884423268,1
32,2018-01-02 13:16:07,-1.32834076242482,36.8811599103441,1
33,2018-01-02 13:54:06,-1.3261974102945,36.8811002705848,1
34,2018-01-02 14:10:58,-1.48313562213472,37.0482844716554,3
35,2018-01-02 14:17:01,-1.1706894109834198,36.9722933034125,2
36,2018-01-02 14:41:44,-1.3261974102945,36.8811002705848,1
37,2018-01-02 15:00:34,-1.3261974102945,36.8811002705848,1
38,2018-01-02 15:03:19,-1.32815651050347,36.8707640046704,1
39,2018-01-02 15:39:32,-1.48464840935047,37.1370319029494,3
40,2018-01-02 16:55:16,-1.2623680106860902,36.8790866699941,1
41,2018-01-03 00:46:33,-1.46107358539872,36.9639318060297,3
42,2018-01-03 01:58:56,-1.2846493773566598,36.820902236634296,1
43,2018-01-03 02:19:21,-1.28470480968288,36.8209035879631,1
44,2018-01-03 02:19:59,-1.27306111238582,36.8129184019364,1
45,2018-01-03 02:22:36,-1.28478393683051,36.820374185281,1
46,2018-01-03 02:44:08,-1.28352951533251,36.8237275516571,1
47,2018-01-03 02:47:26,-1.28352951533251,36.8237275516571,1
48,2018-01-03 03:00:32,-1.28840901063693,36.8281760033063,1
49,2018-01-03 03:03:23,-1.2836638653328798,36.8226081616571,1
50,2018-01-03 03:09:23,-1.31075901057298,36.7997843032866,1
51,2018-01-03 03:13:26,-1.31659931049483,36.8338161532564,1
52,2018-01-03 03:17:40,-1.2836638653328798,36.8226081616571,1
53,2018-01-03 03:33:33,-1.2848295943104198,36.8213796181513,1
54,2018-01-03 03:58:34,-1.29081391063473,36.8215571033054,1
55,2018-01-03 04:07:11,-1.31659931049483,36.8338161532564,1
56,2018-01-03 04:18:49,-1.2996986426813602,36.80728913514071,1
57,2018-01-03 04:19:52,-1.2848065320572,36.8203252373514,1
58,2018-01-03 04:20:52,-1.4510349096960602,36.9877780030434,3
59,2018-01-03 04:45:21,-1.29081391063473,36.8215571033054,1
60,2018-01-03 05:09:38,-1.32834076242482,36.8811599103441,1
61,2018-01-03 05:10:12,-1.27019551059894,36.9198722033001,1
62,2018-01-03 05:10:26,-1.27019551059894,36.9198722033001,1
63,2018-01-03 05:20:26,-1.32834076242482,36.8811599103441,1
64,2018-01-03 05:28:37,-1.32834076242482,36.8811599103441,1
65,2018-01-03 05:31:50,-1.3261974102945,36.8811002705848,1
66,2018-01-03 05:49:32,-1.32919839227231,36.8745174526673,1
67,2018-01-03 05:54:31,-1.32856016038097,36.8807830032392,1
68,2018-01-03 06:27:33,-1.32834076242482,36.8811599103441,1
69,2018-01-03 06:37:32,-1.2885291053187,36.827448011653296,1
70,2018-01-03 07:14:07,-1.39570413032209,36.9408923366008,1
71,2018-01-03 07:18:33,-1.28594793283723,36.8191979865396,1
72,2018-01-03 08:13:43,-1.28356774498119,36.823664066467,1
73,2018-01-03 08:14:06,-1.2836638653328798,36.8226081616571,1
74,2018-01-03 08:24:18,-1.205572510452,36.9174398015152,1
75,2018-01-03 09:40:24,-1.2035702109076398,36.915826103388,1
76,2018-01-03 10:01:31,-1.28040801068588,36.8185710033198,1
77,2018-01-03 10:14:23,-1.31075901057298,36.7997843032866,1
78,2018-01-03 10:44:19,-1.2823080707263,36.7827327045719,4
79,2018-01-03 12:12:31,-1.49122383734707,37.057248948841,3
80,2018-01-03 12:53:10,-1.30934820719567,36.8288096654417,1
81,2018-01-03 13:04:19,-1.2789499777143,36.907179170118,1
82,2018-01-03 13:25:16,-1.30130261058807,36.820903303292,1
83,2018-01-03 16:05:41,-1.31538281021621,36.894604953231,1
84,2018-01-04 01:12:44,-1.23380161279392,36.8731698056836,1
85,2018-01-04 02:27:29,-1.26744143487214,36.8355184023121,1
86,2018-01-04 03:06:56,-1.26433113609309,36.7469843524426,4
87,2018-01-04 04:56:33,-1.25987632071535,36.7864740835265,4
88,2018-01-04 06:06:01,-1.28298991065289,36.834723703311205,1
89,2018-01-04 07:50:57,-1.28008971064798,36.8485277033105,1
90,2018-01-04 07:58:40,-1.31075901057298,36.7997843032866,1
91,2018-01-04 11:49:24,-1.19676337694864,36.900566960705,1
92,2018-01-04 11:54:40,-1.21719899436922,36.8914407400061,1
93,2018-01-04 13:03:37,-1.28698731075601,36.7424011033359,4
94,2018-01-04 13:06:27,-1.31246188287337,36.8302226813996,1
95,2018-01-04 13:39:08,-1.25971001081527,36.7867350033491,4
96,2018-01-04 13:40:36,-1.28444001065179,36.8306190033107,1
97,2018-01-05 01:38:23,-1.26996951071037,36.8360283033278,1
98,2018-01-05 01:46:07,-1.30130261058807,36.820903303292,1
99,2018-01-05 02:22:12,-1.2467624609714398,36.6806061033252,4
100,2018-01-05 07:09:53,-1.23196741082657,36.879069403363,1
101,2018-01-05 07:19:57,-1.23100521084921,36.8778795033504,1
102,2018-01-05 07:20:54,-1.23100521084921,36.8778795033504,1
103,2018-01-05 07:21:14,-1.25908001094157,36.7780300032778,4
104,2018-01-05 07:31:12,-1.21731121530997,36.8944784616549,1
105,2018-01-05 08:05:36,-1.23099926512786,36.877874379425,1
106,2018-01-05 08:15:57,-1.23099926512786,36.877874379425,1
107,2018-01-05 12:38:00,-1.2825470106648,36.82723370331429,1
108,2018-01-05 15:25:17,-1.2888636927457602,36.6835158744946,4
109,2018-01-05 15:40:25,-1.29835777705315,36.8864014706279,1
110,2018-01-06 06:25:32,-1.47924517763491,37.0420165085017,3
111,2018-01-06 10:03:17,-1.20717867773049,36.7858690034193,4
112,2018-01-06 10:15:57,-1.20717867773049,36.7858690034193,4
113,2018-01-06 10:35:22,-1.2047921184711898,36.9165389691296,1
114,2018-01-06 17:36:42,-1.31659931049483,36.8338161532564,1
115,2018-01-06 17:51:52,-1.31659931049483,36.8338161532564,1
116,2018-01-06 18:30:41,-1.30502661052973,36.85247560327689,1
117,2018-01-06 19:54:40,-1.28087881067614,36.8243775033174,1
118,2018-01-07 02:25:25,-1.32377085348256,36.8448302449307,1
119,2018-01-07 02:45:25,-1.32368091045594,36.8443572032554,1
120,2018-01-07 02:50:27,-1.32368091045594,36.8443572032554,1
121,2018-01-07 07:37:19,-1.30548101055136,36.8344243032823,1
122,2018-01-07 09:08:00,-1.4740440100626102,36.6283690031323,4
123,2018-01-07 09:28:10,-1.26553240864635,36.8025411026554,1
124,2018-01-07 09:34:24,-1.26744143487214,36.8355184023121,1
125,2018-01-07 09:38:08,-1.2630298600013,36.7643743598987,4
126,2018-01-07 09:38:55,-1.26309001083574,36.76439000335979,4
127,2018-01-07 09:41:35,-1.2628746694914,36.7642569376232,4
128,2018-01-07 09:42:21,-1.2628746694914,36.7642569376232,4
129,2018-01-07 09:44:47,-1.26309001083574,36.76439000335979,4
130,2018-01-07 09:46:07,-1.26309001083574,36.76439000335979,4
131,2018-01-07 09:53:51,-1.26274611083756,36.7642235033603,4
132,2018-01-07 09:57:54,-1.26426660944345,36.74698523415729,4
133,2018-01-07 10:08:28,-1.26309001083574,36.76439000335979,4
134,2018-01-07 10:14:48,-1.26309001083574,36.76439000335979,4
135,2018-01-07 10:37:02,-1.26274611083756,36.7642235033603,4
136,2018-01-07 10:42:05,-1.26309001083574,36.76439000335979,4
137,2018-01-07 10:50:44,-1.25056792764553,36.939975834451104,1
138,2018-01-07 10:53:23,-1.26378897205483,36.7639349848911,4
139,2018-01-07 10:59:22,-1.26426660944345,36.74698523415729,4
140,2018-01-07 10:59:38,-1.2579113107230702,36.868017003333,1
141,2018-01-07 11:38:03,-1.2629712254898,36.7650248345428,4
142,2018-01-07 13:46:42,-1.21325806105343,36.660526103342,4
143,2018-01-07 14:56:15,-1.26433113609309,36.7469843524426,4
144,2018-01-07 16:16:31,-1.26433113609309,36.7469843524426,4
145,2018-01-07 17:57:27,-1.1837491108761398,37.0081209033838,2
146,2018-01-08 01:31:07,-1.26744143487214,36.8355184023121,1
147,2018-01-08 02:49:01,-1.25997519893869,36.8434175352992,1
148,2018-01-08 02:50:30,-1.25997519893869,36.8434175352992,1
149,2018-01-08 03:04:19,-1.25936693070694,36.843122763198,1
150,2018-01-08 03:12:26,-1.25997519893869,36.8434175352992,1
151,2018-01-08 03:21:23,-1.25936693070694,36.843122763198,1
152,2018-01-08 04:27:56,-1.2628746694914,36.7642569376232,4
153,2018-01-08 05:10:29,-1.28962559080291,36.7615651604999,4
154,2018-01-08 05:19:53,-1.28962559080291,36.7615651604999,4
155,2018-01-08 05:33:33,-1.28941451072061,36.76158350332771,4
156,2018-01-08 07:11:01,-1.2895212885512,36.7615773631129,4
157,2018-01-08 09:03:59,-1.28476851065616,36.8261138033118,1
158,2018-01-08 09:41:11,-1.27493381149678,36.8234167409223,1
159,2018-01-08 10:11:38,-1.23374626121378,36.8731383538059,1
160,2018-01-08 10:19:22,-1.28698731075601,36.7424011033359,4
161,2018-01-08 10:23:54,-1.23101819198802,36.8783298513453,1
162,2018-01-08 10:25:01,-1.23552138420306,36.8727336649102,1
163,2018-01-08 10:26:47,-1.24478301088143,36.866854236923,1
164,2018-01-08 10:41:20,-1.23099926512776,36.877874379425,1
165,2018-01-08 10:52:20,-1.2898914107323898,36.7503364033296,4
166,2018-01-08 10:54:24,-1.2898914107323898,36.7503364033296,4
167,2018-01-08 10:57:59,-1.23552138420306,36.8727336649102,1
168,2018-01-08 11:22:41,-1.24478301088143,36.866854236923,1
169,2018-01-08 11:55:52,-1.24502899174986,36.8672981479359,1
170,2018-01-08 13:03:42,-1.23099926512776,36.877874379425,1
171,2018-01-08 14:10:54,-1.17119030190043,36.97258243812711,2
172,2018-01-08 14:29:12,-1.28984661532702,36.8102347516552,1
173,2018-01-08 15:04:26,-1.25640151074036,36.8552620033542,1
174,2018-01-08 15:15:00,-1.25641987343312,36.8552761028285,1
175,2018-01-08 15:28:29,-1.30360101056916,36.827346003287,1
176,2018-01-08 17:21:53,-1.30708801053304,36.8428190032774,1
177,2018-01-09 01:09:32,-1.11780826117638,37.00895955346989,2
178,2018-01-09 03:22:21,-1.2658876053495,36.8587964116628,1
179,2018-01-09 03:44:06,-1.29816716531844,36.8029120166476,1
180,2018-01-09 04:09:47,-1.5500000088470602,37.3000000028085,3
181,2018-01-09 04:57:59,-1.26099454187924,36.7960545329563,4
182,2018-01-09 05:39:43,-1.28563011065705,36.8224848033118,1
183,2018-01-09 07:48:51,-1.20652401088955,36.919322303383005,1
184,2018-01-09 18:00:05,-1.21667001124132,36.6166700034668,4
185,2018-01-10 00:42:48,-1.26448133659935,36.7396176561025,4
186,2018-01-10 02:48:03,-0.8297100124821221,37.0378200038393,2
187,2018-01-10 02:54:24,-0.8297100124821221,37.0378200038393,2
188,2018-01-10 02:55:38,-0.8297100124821221,37.0378200038393,2
189,2018-01-10 03:20:42,-1.30208071064359,36.7759077033056,4
190,2018-01-10 04:15:54,-1.26604711084026,36.7507374033603,4
191,2018-01-10 05:52:52,-1.27306111238582,36.8129184019364,1
192,2018-01-10 10:47:29,-1.24437310539338,36.8664180816755,1
193,2018-01-10 10:59:37,-1.28995908859826,36.777075711242105,4
194,2018-01-11 03:06:37,-1.33143606788501,36.8885257668545,1
195,2018-01-11 07:19:09,-1.31095331050932,36.8476114032708,1
196,2018-01-11 07:21:11,-1.29773491051843,36.8861461032754,1
197,2018-01-11 08:34:03,-1.23101819198802,36.8783298513453,1
198,2018-01-11 08:46:40,-1.23552138420306,36.8727336649102,1
199,2018-01-11 08:47:24,-1.3233958405087,36.8052061432686,1
200,2018-01-11 10:32:36,-1.2907229107338,36.7464014033298,4
201,2018-01-11 11:17:07,-1.24478301088143,36.866854236923,1
202,2018-01-11 14:29:25,-1.25641987343312,36.8552761028285,1
203,2018-01-11 14:40:27,-1.25641987343312,36.8552761028285,1
204,2018-01-11 14:51:55,-1.25965198009157,36.8452400900495,1
205,2018-01-11 14:53:54,-1.25936693070694,36.843122763198,1
206,2018-01-11 15:03:12,-1.25936693070694,36.843122763198,1
207,2018-01-11 15:18:01,-1.25936693070694,36.843122763198,1
208,2018-01-12 01:14:25,-1.2562189748168,36.8552681770653,1
209,2018-01-12 01:31:20,-1.24244941079314,36.868220503353,1
210,2018-01-12 01:34:04,-1.25887001083398,36.7803900033601,4
211,2018-01-12 01:38:36,-1.25997519893869,36.8434175352992,1
212,2018-01-12 01:43:50,-1.25997519893869,36.8434175352992,1
213,2018-01-12 02:44:23,-1.2453560107806598,36.8676520033494,1
214,2018-01-12 03:23:35,-1.24528001091065,36.76913000338129,4
215,2018-01-12 04:25:25,-1.29612840566994,36.881095623687294,1
216,2018-01-12 06:14:31,-1.27493381149678,36.8234167409223,1
217,2018-01-12 07:20:20,-1.28962559080291,36.7615651604999,4
218,2018-01-12 08:44:36,-1.28951630673311,36.7601982852996,4
219,2018-01-12 10:27:13,-1.2825470106648,36.82723370331429,1
220,2018-01-12 11:58:18,-1.23350506412771,36.669215335433705,4
221,2018-01-12 12:01:46,-1.25641987343312,36.8552761028285,1
222,2018-01-12 13:10:04,-1.25943966838575,36.8019682986643,1
223,2018-01-12 18:39:54,-1.3298706272473302,36.8557900831397,1
224,2018-01-13 02:02:56,-1.36270000955497,37.393550003020295,3
225,2018-01-13 05:56:24,-1.28677841064765,36.8256786033093,1
226,2018-01-13 06:59:03,-1.53591625394131,37.1345115040418,3
227,2018-01-13 07:29:52,-1.25936693070694,36.843122763198,1
228,2018-01-13 08:40:47,-1.52871904629841,37.126857951668896,3
229,2018-01-13 11:32:28,-1.30671641047409,36.8889669032628,1
230,2018-01-13 11:39:31,-2.0798751063499,37.4730188020633,0
231,2018-01-13 12:17:00,-2.0798751063499,37.4730188020633,0
232,2018-01-13 12:48:26,-2.0798751063499,37.4730188020633,0
233,2018-01-13 14:12:52,-2.0798751063499,37.4730188020633,0
234,2018-01-13 16:34:23,-1.5398883594420505,36.9336960529994,3
235,2018-01-14 06:50:14,-1.20361355039397,36.9173289010703,1
236,2018-01-14 07:48:40,-1.20361355039397,36.9173289010703,1
237,2018-01-14 11:19:25,-1.205572510452,36.9174398015152,1
238,2018-01-14 11:32:24,-1.19121851094724,36.928620503400005,1
239,2018-01-14 15:05:38,-1.22572351346483,36.8849485172725,1
240,2018-01-14 15:42:29,-1.21906719968389,36.8917852095321,1
241,2018-01-14 15:45:07,-1.27351821072345,36.8137720033303,1
242,2018-01-14 15:46:36,-1.26032854423438,36.7708487699924,4
243,2018-01-14 15:49:52,-1.27351821072345,36.8137720033303,1
244,2018-01-14 16:42:10,-1.26032927184971,36.77084896994271,4
245,2018-01-14 17:54:09,-1.21863695424949,36.8913614321549,1
246,2018-01-14 18:20:20,-1.2628746694914,36.7642569376232,4
247,2018-01-14 18:51:34,-1.05565441132411,37.1141314035169,2
248,2018-01-14 18:51:55,-1.26032854423438,36.7708487699924,4
249,2018-01-14 19:07:44,-1.32282808374833,36.8026388708516,1
250,2018-01-15 03:06:01,-1.16479210632851,36.9572803294478,2
251,2018-01-15 05:14:14,-1.33113998904449,36.7164659545534,4
252,2018-01-15 05:29:53,-1.25092509075781,36.86572735334271,1
253,2018-01-15 11:22:32,-2.9255715029212497,37.5142051009805,0
254,2018-01-15 12:05:44,-1.33143606788501,36.8885257668545,1
255,2018-01-15 12:33:42,-1.33143606788501,36.8885257668545,1
256,2018-01-15 13:35:32,-1.29913201605588,36.7627633352296,4
257,2018-01-15 14:05:20,-1.30570898567388,36.8264403280137,1
258,2018-01-15 15:37:49,-1.14926063278359,36.9620546012523,2
259,2018-01-17 00:09:41,-1.28089027580989,36.81678815763,1
260,2018-01-17 01:35:57,-1.29691499633941,36.87557309012271,1
261,2018-01-17 01:48:56,-1.3453435985574902,36.902495695366895,1
262,2018-01-17 03:56:18,-1.3193163667093302,36.8383030150389,1
263,2018-01-17 05:04:49,-1.33443661035642,36.8831876032289,1
264,2018-01-17 05:24:04,-1.2079504888559098,36.7962595350433,4
265,2018-01-17 07:03:16,-1.3149200609351002,36.7781355534372,4
266,2018-01-17 07:08:08,-1.31782632826419,36.7774232427875,4
267,2018-01-17 07:23:21,-1.31782632826419,36.7774232427875,4
268,2018-01-17 07:55:11,-1.3646631184616398,36.9116420588384,1
269,2018-01-17 15:33:42,-1.32995104039855,36.8665185232401,1
270,2018-01-17 22:06:43,-1.3074246107279,36.8231642364959,1
271,2018-01-18 01:31:12,-1.31360928494901,36.8069608431573,1
272,2018-01-18 01:53:33,-1.3453435985574902,36.902495695366895,1
273,2018-01-18 04:07:51,-1.29143601069131,36.776305003319294,4
274,2018-01-18 06:15:07,-1.23006124460174,36.8039444372045,4
275,2018-01-18 13:18:56,-1.25640151074036,36.8552620033542,1
276,2018-01-18 14:36:11,-1.29099351062532,36.828092303303,1
277,2018-01-19 01:01:22,-1.33090440255687,36.8644741895724,1
278,2018-01-19 02:00:10,-1.27511701074209,36.7940600033346,4
279,2018-01-19 03:29:44,-1.1957860485270702,36.838267482788,1
280,2018-01-19 04:30:40,-1.14924411109529,36.9620097034438,2
281,2018-01-19 09:40:31,-1.2432865760148502,36.7922546724935,4
282,2018-01-19 13:41:47,-0.8893143127985451,36.589271403900106,4
283,2018-01-19 14:48:32,-1.2746175107076698,36.8242779033165,1
284,2018-01-20 02:55:11,-1.28385486018963,36.823120851748,1
285,2018-01-20 02:57:37,-1.28385486018963,36.823120851748,1
286,2018-01-20 02:59:37,-1.32993671085357,36.87100697240471,1
287,2018-01-20 04:52:34,-1.31074001050821,36.848055503274,1
288,2018-01-20 05:28:55,-1.31074001050821,36.848055503274,1
289,2018-01-20 07:33:52,-1.28997630527523,36.770349027271294,4
290,2018-01-20 12:03:36,-1.2970143834142198,36.875657998600296,1
291,2018-01-20 15:25:14,-1.31201866126765,36.815807803435895,1
292,2018-01-20 19:34:19,-1.28178511068434,36.8149769033192,1
293,2018-01-21 01:31:01,-1.19334757739983,36.8399788256558,1
294,2018-01-21 06:54:52,-0.9932269122955708,36.6006954037612,4
295,2018-01-21 09:17:19,-1.38008285583785,36.6830718017622,4
296,2018-01-21 10:31:43,-1.2981747599023898,36.8006529216,1
297,2018-01-21 11:16:03,-1.25983291080734,36.7973135033534,4
298,2018-01-21 12:34:28,-1.25983291080734,36.7973135033534,4
299,2018-01-21 22:39:49,-1.30491751831779,36.8265130020267,1
300,2018-01-22 01:31:27,-1.25936693070694,36.843122763198,1
301,2018-01-22 02:48:37,-1.24149934498764,36.8134794592766,1
302,2018-01-22 02:48:50,-1.27248522823729,36.8140043258423,1
303,2018-01-22 02:49:45,-1.24149934498764,36.8134794592766,1
304,2018-01-22 02:51:51,-1.23867177306413,36.81053863039671,1
305,2018-01-22 02:52:08,-1.24149934498764,36.8134794592766,1
306,2018-01-22 03:03:50,-1.28449751076941,36.740757303339706,4
307,2018-01-22 03:07:30,-1.24149934498764,36.8134794592766,1
308,2018-01-22 03:09:38,-1.26662371084323,36.746475403361,4
309,2018-01-22 03:17:29,-1.2415450108695,36.8133200033719,1
310,2018-01-22 07:43:03,-1.29664527205793,36.862215122924496,1
311,2018-01-22 07:44:58,-1.18450791029034,37.4454188032368,2
312,2018-01-22 07:45:13,-1.2956448330026398,36.8861052424328,1
313,2018-01-22 09:07:05,-1.11767001118329,37.0050430034712,2
314,2018-01-22 09:32:09,-1.11780826117638,37.00895955346989,2
315,2018-01-22 09:55:12,-1.28012861058094,36.8993338032939,1
316,2018-01-22 13:03:56,-1.29165483012473,36.8412743981474,1
317,2018-01-22 14:28:51,-1.32217496037719,36.707379965551794,4
318,2018-01-23 01:01:30,-1.37934198458691,36.9279107048284,1
319,2018-01-23 01:30:18,-1.37934601007226,36.9279070031584,1
320,2018-01-23 01:37:28,-1.1433761420110602,36.9665465419285,2
321,2018-01-23 01:45:24,-1.14926063278359,36.9620546012523,2
322,2018-01-23 02:03:46,-1.2324822107708702,36.919544903349205,1
323,2018-01-23 02:27:26,-1.205572510452,36.9174398015152,1
324,2018-01-23 02:48:20,-1.24486271606486,36.86671664792871,1
325,2018-01-23 03:09:44,-1.31948271039876,36.9074729699037,1
326,2018-01-23 03:45:17,-1.0247115115295602,37.0675787035727,2
327,2018-01-23 03:45:36,-1.2866991106592,36.8171446033122,1
328,2018-01-23 05:17:06,-1.15930411133702,36.7440693035007,4
329,2018-01-23 12:44:23,-1.2883511396753,36.839239010601794,1
330,2018-01-24 01:44:02,-1.25023001086732,36.7849300033698,4
331,2018-01-24 02:15:26,-1.18139204689594,36.9379876750919,1
332,2018-01-24 02:20:54,-1.23141491083248,36.8765263033645,1
333,2018-01-24 02:29:09,-1.18139204689594,36.9379876750919,1
334,2018-01-24 02:36:38,-1.17699417092755,36.9409707277646,1
335,2018-01-24 03:29:52,-1.26742102015115,36.8435388764824,1
336,2018-01-24 03:32:36,-1.26742102015115,36.8435388764824,1
337,2018-01-24 03:33:50,-1.2426757782231102,36.665141818628896,4
338,2018-01-24 03:36:14,-1.31538281021621,36.894604953231,1
339,2018-01-24 04:15:35,-1.27244823876003,36.8142847426505,1
340,2018-01-24 11:22:06,-1.27145041064563,36.8800989033115,1
341,2018-01-24 16:06:26,-1.25577406071181,36.8787641784253,1
342,2018-01-25 01:10:14,-1.17979242125814,36.93917675595221,1
343,2018-01-25 01:14:35,-1.18143901117524,36.9380360033818,1
344,2018-01-25 01:25:02,-1.28088926067722,36.8235702533168,1
345,2018-01-25 01:26:15,-1.18143901117524,36.9380360033818,1
346,2018-01-25 01:39:28,-1.17976921098569,36.9391521034115,1
347,2018-01-25 01:39:45,-1.18139204689594,36.9379876750919,1
348,2018-01-25 01:50:05,-1.18143901117524,36.9380360033818,1
349,2018-01-25 01:50:33,-1.17979242125814,36.93917675595221,1
350,2018-01-25 01:50:40,-1.17976921098569,36.9391521034115,1
351,2018-01-25 01:54:37,-1.18143901117524,36.9380360033818,1
352,2018-01-25 01:57:00,-1.18314321098061,36.9312829034096,1
353,2018-01-25 01:57:20,-1.17976921098569,36.9391521034115,1
354,2018-01-25 02:01:02,-1.18143901117524,36.9380360033818,1
355,2018-01-25 02:08:03,-1.18143901117524,36.9380360033818,1
356,2018-01-25 02:08:57,-1.18143901117524,36.9380360033818,1
357,2018-01-25 02:15:09,-1.18143901117524,36.9380360033818,1
358,2018-01-25 02:43:10,-1.2625356083061798,36.7270722933508,4
359,2018-01-25 04:53:53,-1.28150891067191,36.825373903316205,1
360,2018-01-25 09:43:08,-1.23103154439899,36.8775973348898,1
361,2018-01-25 10:09:54,-1.24478301088143,36.866854236923,1
362,2018-01-25 10:24:11,-1.23552138420306,36.8727336649102,1
363,2018-01-25 11:36:22,-1.32559992705083,36.7944915304479,1
364,2018-01-25 12:31:20,-1.3646631184616398,36.9116420588384,1
365,2018-01-25 12:31:37,-1.3646631184616398,36.9116420588384,1
366,2018-01-25 12:38:56,-1.3646631184616398,36.9116420588384,1
367,2018-01-25 12:41:54,-1.35977236030308,36.9073065531349,1
368,2018-01-25 13:01:04,-1.35977236030308,36.9073065531349,1
369,2018-01-25 13:18:21,-1.23053362887745,36.8039013648653,4
370,2018-01-25 13:22:52,-1.23781001089146,36.8096100033779,1
371,2018-01-25 13:27:29,-1.36678541866581,36.9116397029219,1
372,2018-01-25 16:08:57,-1.2639050108606298,36.7582150032951,4
373,2018-01-25 16:19:47,-1.2639542108393,36.7586849033605,4
374,2018-01-26 01:30:42,-1.33136020360679,36.862594325845606,1
375,2018-01-26 01:48:53,-1.23867177306413,36.81053863039671,1
376,2018-01-26 02:08:33,-1.2363428108982,36.8095575033798,1
377,2018-01-26 02:43:28,-1.36450887948184,36.9112947687754,1
378,2018-01-26 02:59:17,-1.23867177306413,36.81053863039671,1
379,2018-01-26 03:42:38,-1.2819902106665,36.8278231033148,1
380,2018-01-26 08:54:52,-1.29009001058876,36.82801500333071,1
381,2018-01-26 09:11:00,-1.18588101099124,36.9067420034213,1
382,2018-01-26 10:28:17,-1.25724251070285,36.8856807033281,1
383,2018-01-26 13:07:00,-1.32500330935852,36.847435278904,1
384,2018-01-27 01:48:50,-1.24478301088143,36.866854236923,1
385,2018-01-27 03:44:20,-1.3298706272473302,36.8557900831397,1
386,2018-01-27 07:32:50,-1.33139815369328,36.8885547604,1
387,2018-01-27 09:07:48,-1.20374433073791,36.917527483384,1
388,2018-01-27 12:21:23,-1.27414762117637,36.81158854546271,1
389,2018-01-27 12:42:10,-1.20374433073791,36.917527483384,1
390,2018-01-27 15:50:23,-1.38058340029596,36.770694023206,4
391,2018-01-28 02:14:04,-1.2858243106596698,36.8197740033125,1
392,2018-01-28 07:22:32,-1.14926063278359,36.9620546012523,2
393,2018-01-28 07:24:07,-1.1637489128811298,36.9535797011466,2
394,2018-01-28 07:28:56,-1.16376422740352,36.9571733701596,2
395,2018-01-28 07:59:19,-1.21797781086762,36.8962966033757,1
396,2018-01-28 08:02:11,-1.21797781086762,36.8962966033757,1
397,2018-01-28 08:02:44,-1.14926063278359,36.9620546012523,2
398,2018-01-28 08:16:53,-1.20361355039397,36.9173289010703,1
399,2018-01-28 08:25:10,-1.14926063278359,36.9620546012523,2
400,2018-01-28 08:35:24,-1.16377901104483,36.9572055034381,2
401,2018-01-28 09:51:41,-1.14924411109529,36.9620097034438,2
402,2018-01-28 09:52:02,-1.14924411109529,36.9620097034438,2
403,2018-01-28 13:07:27,-1.18503641097279,36.930656803407295,1
404,2018-01-29 00:22:49,-1.32278741051484,36.8026312032702,1
405,2018-01-29 00:48:31,-1.32282808374833,36.8026388708516,1
406,2018-01-29 01:03:50,-1.32993671085357,36.87100697240471,1
407,2018-01-29 01:08:15,-1.32317588551529,36.8020086532772,1
408,2018-01-29 01:08:41,-1.32993671085357,36.87100697240471,1
409,2018-01-29 01:10:58,-1.32317288967724,36.8020081799153,1
410,2018-01-29 01:13:23,-1.32317588551529,36.8020086532772,1
