"","date","time","latitude","longitude","sec","min","hour","day","month","year","wday","weekend","distance_from_centre","elevation","population_density"
"61","03-01-2018","05:10:12",-1.27019551059894,36.9198722033001,12,10,5,3,0,2018,3,0,0.103918660678091,-45.7876771018047,6317.6
"62","03-01-2018","05:10:26",-1.27019551059894,36.9198722033001,26,10,5,3,0,2018,3,0,0.103918660678091,-45.7876771018047,6317.6
"63","03-01-2018","05:20:26",-1.32834076242482,36.8811599103441,26,20,5,3,0,2018,3,0,0.0764714252181725,-45.7854675584484,6317.6
"64","03-01-2018","05:28:37",-1.32834076242482,36.8811599103441,37,28,5,3,0,2018,3,0,0.0764714252181725,-45.7854675584484,6317.6
"65","03-01-2018","05:31:50",-1.3261974102945,36.8811002705848,50,31,5,3,0,2018,3,0,0.0752662954285557,-45.7867606466538,6317.6
"66","03-01-2018","05:49:32",-1.32919839227231,36.8745174526673,32,49,5,3,0,2018,3,0,0.0715213141180304,-45.7903758171325,6317.6
"67","03-01-2018","05:54:31",-1.32856016038097,36.8807830032392,31,54,5,3,0,2018,3,0,0.0762776558347531,-45.785646933329,6317.6
"68","03-01-2018","06:27:33",-1.32834076242482,36.8811599103441,33,27,6,3,0,2018,3,0,0.0764714252181725,-45.7854675584484,6317.6
"69","03-01-2018","06:37:32",-1.2885291053187,36.8274480116533,32,37,6,3,0,2018,3,0,0.0104465742751004,-45.8523025373012,6317.6
"70","03-01-2018","07:14:07",-1.39570413032209,36.9408923366008,7,14,7,3,0,2018,3,0,0.165057270462761,-45.6977316145681,6317.6
"71","03-01-2018","07:18:33",-1.28594793283723,36.8191979865396,33,18,7,3,0,2018,3,0,0.00202363832580788,-45.8605162640942,6317.6
"72","03-01-2018","08:13:43",-1.28356774498119,36.823664066467,43,13,8,3,0,2018,3,0,0.00703184308083198,-45.858263292869,6317.6
"73","03-01-2018","08:14:06",-1.28366386533288,36.8226081616571,6,14,8,3,0,2018,3,0,0.00603542252266282,-45.8590669373741,6317.6
"74","03-01-2018","08:24:18",-1.205572510452,36.9174398015152,18,24,8,3,0,2018,3,0,0.128742814513275,-45.8270928568779,6317.6
"75","03-01-2018","09:40:24",-1.20357021090764,36.915826103388,24,40,9,3,0,2018,3,0,0.128769265838047,-45.8295674866823,6317.6
"76","03-01-2018","10:01:31",-1.28040801068588,36.8185710033198,31,1,10,3,0,2018,3,0,0.00613101509750257,-45.8642434918473,6317.6
"77","03-01-2018","10:14:23",-1.31075901057298,36.7997843032866,23,14,10,3,0,2018,3,0,0.0299667408703224,-45.8619001126328,6317.6
"78","03-01-2018","10:44:19",-1.2823080707263,36.7827327045719,19,44,10,3,0,2018,3,0,0.0347308862895051,-45.8923062206707,6317.6
"79","03-01-2018","12:12:31",-1.49122383734707,37.057248948841,31,12,12,3,0,2018,3,0,0.315546774199997,-45.5475617525261,6317.6
"80","03-01-2018","12:53:10",-1.30934820719567,36.8288096654417,10,53,12,3,0,2018,3,0,0.0257172317933267,-45.8391029624159,6317.6
"81","03-01-2018","13:04:19",-1.2789499777143,36.907179170118,19,4,13,3,0,2018,3,0,0.0902632350121897,-45.7929415024634,6317.6
"82","03-01-2018","13:25:16",-1.30130261058807,36.820903303292,16,25,13,3,0,2018,3,0,0.0153610029976465,-45.8502105326709,6317.6
"83","03-01-2018","16:05:41",-1.31538281021621,36.894604953231,41,5,16,3,0,2018,3,0,0.0826353902193179,-45.782045475661,6317.6
"84","04-01-2018","01:12:44",-1.23380161279392,36.8731698056836,44,12,1,4,0,2018,4,0,0.0767820184637075,-45.8023381330821,6317.6
"85","04-01-2018","02:27:29",-1.26744143487214,36.8355184023121,29,27,2,4,0,2018,4,0,0.0263387921142238,-45.8136534071612,6317.6
"86","04-01-2018","03:06:56",-1.26433113609309,36.7469843524426,56,6,3,4,0,2018,4,0,0.0736207645357466,-45.8876776593194,6317.6
"87","04-01-2018","04:56:33",-1.25987632071535,36.7864740835265,33,56,4,4,0,2018,4,0,0.0406007146137222,-45.8580423925527,6317.6
"88","04-01-2018","06:06:01",-1.28298991065289,36.8347237033112,1,6,6,4,0,2018,4,0,0.0178277431206678,-45.8053183598565,6317.6
"89","04-01-2018","07:50:57",-1.28008971064798,36.8485277033105,57,50,7,4,0,2018,4,0,0.0319322015479536,-45.7957303020296,6317.6
"90","04-01-2018","07:58:40",-1.31075901057298,36.7997843032866,40,58,7,4,0,2018,4,0,0.0299667408703224,-45.817762334119,6317.6
"91","04-01-2018","11:49:24",-1.19676337694864,36.900566960705,24,49,11,4,0,2018,4,0,0.122388594621154,-45.8013154128946,6317.6
"92","04-01-2018","11:54:40",-1.21719899436922,36.8914407400061,40,54,11,4,0,2018,4,0,0.101466890219427,-45.7969916729569,6317.6
"93","04-01-2018","13:03:37",-1.28698731075601,36.7424011033359,37,3,13,4,0,2018,4,0,0.0748242888116798,-45.8783066577528,6317.6
"94","04-01-2018","13:06:27",-1.31246188287337,36.8302226813996,27,6,13,4,0,2018,4,0,0.0291339482017067,-45.7919534248517,6317.6
"95","04-01-2018","13:39:08",-1.25971001081527,36.7867350033491,8,39,13,4,0,2018,4,0,0.0405127930869262,-45.8579256567807,6317.6
"96","04-01-2018","13:40:36",-1.28444001065179,36.8306190033107,36,40,13,4,0,2018,4,0,0.0135370404512878,-45.8078293921451,6317.6
"97","05-01-2018","01:38:23",-1.26996951071037,36.8360283033278,23,38,1,5,0,2018,5,0,0.0249647563934224,-45.7712704443933,6317.6
"98","05-01-2018","01:46:07",-1.30130261058807,36.820903303292,7,46,1,5,0,2018,5,0,0.0153610029976465,-45.7656177457379,6317.6
"99","05-01-2018","02:22:12",-1.24676246097144,36.6806061033252,12,22,2,5,0,2018,5,0,0.142247808603274,-45.9117026530787,6317.6
"100","05-01-2018","07:09:53",-1.23196741082657,36.879069403363,53,9,7,5,0,2018,5,0,0.0823813509060173,-45.7578824741026,6317.6
"101","05-01-2018","07:19:57",-1.23100521084921,36.8778795033504,57,19,7,5,0,2018,5,0,0.0821375401348031,-45.759408919863,6317.6
"102","05-01-2018","07:20:54",-1.23100521084921,36.8778795033504,54,20,7,5,0,2018,5,0,0.0821375401348031,-45.759408919863,6317.6
"103","05-01-2018","07:21:14",-1.25908001094157,36.7780300032778,14,21,7,5,0,2018,5,0,0.0477689425826008,-45.8249683944341,6317.6
"104","05-01-2018","07:31:12",-1.21731121530997,36.8944784616549,12,31,7,5,0,2018,5,0,0.103634679008496,-45.7536786874049,6317.6
"105","05-01-2018","08:05:36",-1.23099926512786,36.877874379425,36,5,8,5,0,2018,5,0,0.082137765707144,-45.759416527713,6317.6
"106","05-01-2018","08:15:57",-1.23099926512786,36.877874379425,57,15,8,5,0,2018,5,0,0.082137765707144,-45.759416527713,6317.6
"107","05-01-2018","12:38:00",-1.2825470106648,36.8272337033143,0,38,12,5,0,2018,5,0,0.0107226425333774,-45.7712311523385,6317.6
"108","05-01-2018","15:25:17",-1.28886369274576,36.6835158744946,17,25,15,5,0,2018,5,0,0.133730024733048,-45.8850642384213,6317.6
"109","05-01-2018","15:40:25",-1.29835777705315,36.8864014706279,25,40,15,5,0,2018,5,0,0.070206213560936,-45.7137437064065,6317.6
"110","06-01-2018","06:25:32",-1.47924517763491,37.0420165085017,32,25,6,6,0,2018,6,0,0.296185122375271,-45.4459467034169,6317.6
"111","06-01-2018","10:03:17",-1.20717867773049,36.7858690034193,17,3,10,6,0,2018,6,0,0.0851900713441541,-45.811639069351,6317.6
"112","06-01-2018","10:15:57",-1.20717867773049,36.7858690034193,57,15,10,6,0,2018,6,0,0.0851900713441541,-45.811639069351,6317.6
"113","06-01-2018","10:35:22",-1.20479211847119,36.9165389691296,22,35,10,6,0,2018,6,0,0.128536814957342,-45.7057646832885,6317.6
"114","06-01-2018","17:36:42",-1.31659931049483,36.8338161532564,42,36,17,6,0,2018,6,0,0.0344673119808386,-45.7097182902945,6317.6
"115","06-01-2018","17:51:52",-1.31659931049483,36.8338161532564,52,51,17,6,0,2018,6,0,0.0344673119808386,-45.7097182902945,6317.6
"116","06-01-2018","18:30:41",-1.30502661052973,36.8524756032769,41,30,18,6,0,2018,6,0,0.0398761402853392,-45.7010479226268,6317.6
"117","06-01-2018","19:54:40",-1.28087881067614,36.8243775033174,40,54,19,6,0,2018,6,0,0.00903045425787073,-45.7379035063288,6317.6
"118","07-01-2018","02:25:25",-1.32377085348256,36.8448302449307,25,25,2,7,0,2018,0,1,0.0464710979260789,-45.663894932552,6317.6
"119","07-01-2018","02:45:25",-1.32368091045594,36.8443572032554,25,45,2,7,0,2018,0,1,0.0461188851964054,-45.6643348603607,6317.6
"120","07-01-2018","02:50:27",-1.32368091045594,36.8443572032554,27,50,2,7,0,2018,0,1,0.0461188851964054,-45.6643348603607,6317.6
"121","07-01-2018","07:37:19",-1.30548101055136,36.8344243032823,19,37,7,7,0,2018,0,1,0.0256980485932857,-45.6828628662638,6317.6
"122","07-01-2018","09:08:00",-1.47404401006261,36.6283690031323,0,8,9,7,0,2018,0,1,0.266233421896094,-45.7556004805054,6317.6
"123","07-01-2018","09:28:10",-1.26553240864635,36.8025411026554,10,28,9,7,0,2018,0,1,0.025505989738306,-45.7318125585808,6317.6
"124","07-01-2018","09:34:24",-1.26744143487214,36.8355184023121,24,34,9,7,0,2018,0,1,0.0263387921142238,-45.7036175019065,6317.6
"125","07-01-2018","09:38:08",-1.2630298600013,36.7643743598987,8,38,9,7,0,2018,0,1,0.057780863458719,-45.7646045937335,6317.6
"126","07-01-2018","09:38:55",-1.26309001083574,36.7643900033598,55,38,9,7,0,2018,0,1,0.0577422586158549,-45.7645574782959,6317.6
"127","07-01-2018","09:41:35",-1.2628746694914,36.7642569376232,35,41,9,7,0,2018,0,1,0.0579510785315545,-45.7647894771192,6317.6
"128","07-01-2018","09:42:21",-1.2628746694914,36.7642569376232,21,42,9,7,0,2018,0,1,0.0579510785315545,-45.7647894771192,6317.6
"129","07-01-2018","09:44:47",-1.26309001083574,36.7643900033598,47,44,9,7,0,2018,0,1,0.0577422586158549,-45.7645574782959,6317.6
"130","07-01-2018","09:46:07",-1.26309001083574,36.7643900033598,7,46,9,7,0,2018,0,1,0.0577422586158549,-45.7645574782959,6317.6
"131","07-01-2018","09:53:51",-1.26274611083756,36.7642235033603,51,53,9,7,0,2018,0,1,0.058033893993157,-45.76489017536,6317.6
"132","07-01-2018","09:57:54",-1.26426660944345,36.7469852341573,54,57,9,7,0,2018,0,1,0.0736392824144236,-45.778188354906,6317.6
"133","07-01-2018","10:08:28",-1.26309001083574,36.7643900033598,28,8,10,7,0,2018,0,1,0.0577422586158549,-45.7645574782959,6317.6
"134","07-01-2018","10:14:48",-1.26309001083574,36.7643900033598,48,14,10,7,0,2018,0,1,0.0577422586158549,-45.7645574782959,6317.6
"135","07-01-2018","10:37:02",-1.26274611083756,36.7642235033603,2,37,10,7,0,2018,0,1,0.058033893993157,-45.76489017536,6317.6
"136","07-01-2018","10:42:05",-1.26309001083574,36.7643900033598,5,42,10,7,0,2018,0,1,0.0577422586158549,-45.7645574782959,6317.6
"137","07-01-2018","10:50:44",-1.25056792764553,36.9399758344511,44,50,10,7,0,2018,0,1,0.127872622521026,-45.6272917211183,6317.6
"138","07-01-2018","10:53:23",-1.26378897205483,36.7639349848911,23,53,10,7,0,2018,0,1,0.0578824137140854,-45.7645332639504,6317.6
"139","07-01-2018","10:59:22",-1.26426660944345,36.7469852341573,22,59,10,7,0,2018,0,1,0.0736392824144236,-45.778188354906,6317.6
"140","07-01-2018","10:59:38",-1.25791131072307,36.868017003333,38,59,10,7,0,2018,0,1,0.0582323755409865,-45.6823158690908,6317.6
"141","07-01-2018","11:38:03",-1.2629712254898,36.7650248345428,3,38,11,7,0,2018,0,1,0.0572104941431874,-45.7641034696829,6317.6
"142","07-01-2018","13:46:42",-1.21325806105343,36.660526103342,42,46,13,7,0,2018,0,1,0.17292209706528,-45.8782869871561,6317.6
"143","07-01-2018","14:56:15",-1.26433113609309,36.7469843524426,15,56,14,7,0,2018,0,1,0.0736207645357466,-45.7781523156031,6317.6
"144","07-01-2018","16:16:31",-1.26433113609309,36.7469843524426,31,16,16,7,0,2018,0,1,0.0736207645357466,-45.7781523156031,6317.6
"145","07-01-2018","17:57:27",-1.18374911087614,37.0081209033838,27,57,17,7,0,2018,0,1,0.216741681168364,-45.6090816931056,6317.6
"146","08-01-2018","01:31:07",-1.26744143487214,36.8355184023121,7,31,1,8,0,2018,1,0,0.0263387921142238,-45.6746384602421,6317.6
"147","08-01-2018","02:49:01",-1.25997519893869,36.8434175352992,1,49,2,8,0,2018,1,0,0.0372000344898728,-45.6723515506209,6317.6
"148","08-01-2018","02:50:30",-1.25997519893869,36.8434175352992,30,50,2,8,0,2018,1,0,0.0372000344898728,-45.6723515506209,6317.6
"149","08-01-2018","03:04:19",-1.25936693070694,36.843122763198,19,4,3,8,0,2018,1,0,0.0374298004615482,-45.6729386777584,6317.6
"150","08-01-2018","03:12:26",-1.25997519893869,36.8434175352992,26,12,3,8,0,2018,1,0,0.0372000344898728,-45.6723515506209,6317.6
"151","08-01-2018","03:21:23",-1.25936693070694,36.843122763198,23,21,3,8,0,2018,1,0,0.0374298004615482,-45.6729386777584,6317.6
"152","08-01-2018","04:27:56",-1.2628746694914,36.7642569376232,56,27,4,8,0,2018,1,0,0.0579510785315545,-45.7359491710849,6317.6
"153","08-01-2018","05:10:29",-1.28962559080291,36.7615651604999,29,10,5,8,0,2018,1,0,0.055751866496507,-45.7230084814442,6317.6
"154","08-01-2018","05:19:53",-1.28962559080291,36.7615651604999,53,19,5,8,0,2018,1,0,0.055751866496507,-45.7230084814442,6317.6
"155","08-01-2018","05:33:33",-1.28941451072061,36.7615835033277,33,33,5,8,0,2018,1,0,0.0557216951022357,-45.7231130159456,6317.6
"156","08-01-2018","07:11:01",-1.2895212885512,36.7615773631129,1,11,7,8,0,2018,1,0,0.0557337253028983,-45.7230575505636,6317.6
"157","08-01-2018","09:03:59",-1.28476851065616,36.8261138033118,59,3,9,8,0,2018,1,0,0.00903727664966707,-45.6725814896466,6317.6
"158","08-01-2018","09:41:11",-1.27493381149678,36.8234167409223,11,41,9,8,0,2018,1,0,0.0130224333462247,-45.6803720054833,6317.6
"159","08-01-2018","10:11:38",-1.23374626121378,36.8731383538059,38,11,10,8,0,2018,1,0,0.0767970359984893,-45.6626755027668,6317.6
"160","08-01-2018","10:19:22",-1.28698731075601,36.7424011033359,22,19,10,8,0,2018,1,0,0.0748242888116798,-45.7402874480179,6317.6
"161","08-01-2018","10:23:54",-1.23101819198802,36.8783298513453,54,23,10,8,0,2018,1,0,0.0824619528099851,-45.6599351973438,6317.6
"162","08-01-2018","10:25:01",-1.23552138420306,36.8727336649102,1,25,10,8,0,2018,1,0,0.0752924183144476,-45.662006018143,6317.6
"163","08-01-2018","10:26:47",-1.24478301088143,36.866854236923,47,26,10,8,0,2018,1,0,0.0647635546356233,-45.6616194922442,6317.6
"164","08-01-2018","10:41:20",-1.23099926512776,36.877874379425,20,41,10,8,0,2018,1,0,0.0821377657072116,-45.6603215835097,6317.6
"165","08-01-2018","10:52:20",-1.28989141073239,36.7503364033296,20,52,10,8,0,2018,1,0,0.0669782329946616,-45.7321058473656,6317.6
"166","08-01-2018","10:54:24",-1.28989141073239,36.7503364033296,24,54,10,8,0,2018,1,0,0.0669782329946616,-45.7321058473656,6317.6
"167","08-01-2018","10:57:59",-1.23552138420306,36.8727336649102,59,57,10,8,0,2018,1,0,0.0752924183144476,-45.662006018143,6317.6
"168","08-01-2018","11:22:41",-1.24478301088143,36.866854236923,41,22,11,8,0,2018,1,0,0.0647635546356233,-45.6616194922442,6317.6
"169","08-01-2018","11:55:52",-1.24502899174986,36.8672981479359,52,55,11,8,0,2018,1,0,0.0649474458562758,-45.6611143531608,6317.6
"170","08-01-2018","13:03:42",-1.23099926512776,36.877874379425,42,3,13,8,0,2018,1,0,0.0821377657072116,-45.6603215835097,6317.6
"171","08-01-2018","14:10:54",-1.17119030190043,36.9725824381271,54,10,14,8,0,2018,1,0,0.193409656064547,-45.6159034136123,6317.6
"172","08-01-2018","14:29:12",-1.28984661532702,36.8102347516552,12,29,14,8,0,2018,1,0,0.00779684030092968,-45.6827900735409,6317.6
"173","08-01-2018","15:04:26",-1.25640151074036,36.8552620033542,26,4,15,8,0,2018,1,0,0.0484377465235312,-45.6646081023248,6317.6
"174","08-01-2018","15:15:00",-1.25641987343312,36.8552761028285,0,15,15,8,0,2018,1,0,0.0484374563954178,-45.6645860916613,6317.6
"175","08-01-2018","15:28:29",-1.30360101056916,36.827346003287,29,28,15,8,0,2018,1,0,0.0199681872833132,-45.6609012882489,6317.6
"176","08-01-2018","17:21:53",-1.30708801053304,36.8428190032774,53,21,17,8,0,2018,1,0,0.0329181472872269,-45.6461775408913,6317.6
"177","09-01-2018","01:09:32",-1.11780826117638,37.0089595534699,32,9,1,9,0,2018,2,0,0.255308384975565,-45.5899350677296,6317.6
"178","09-01-2018","03:22:21",-1.2658876053495,36.8587964116628,21,22,3,9,0,2018,2,0,0.046353594681533,-45.6311655715302,6317.6
"179","09-01-2018","03:44:06",-1.29816716531844,36.8029120166476,6,44,3,9,0,2018,2,0,0.018534546737944,-45.6591739482438,6317.6
"180","09-01-2018","04:09:47",-1.55000000884706,37.3000000028085,47,9,4,9,0,2018,2,0,0.550058540908263,-45.1066735395338,6317.6
"181","09-01-2018","04:57:59",-1.26099454187924,36.7960545329563,59,57,4,9,0,2018,2,0,0.033060285846122,-45.6857725945991,6317.6
"182","09-01-2018","05:39:43",-1.28563011065705,36.8224848033118,43,39,5,9,0,2018,2,0,0.00531624746667014,-45.6500648420776,6317.6
"183","09-01-2018","07:48:51",-1.20652401088955,36.919322303383,51,48,7,9,0,2018,2,0,0.129625168223256,-45.6144598740193,6317.6
"184","09-01-2018","18:00:05",-1.21667001124132,36.6166700034668,5,0,18,9,0,2018,2,0,0.212325791678685,-45.858911574391,6317.6
"185","10-01-2018","00:42:48",-1.26448133659935,36.7396176561025,48,42,0,10,0,2018,3,0,0.0806382980792918,-45.7094151062773,6317.6
"186","10-01-2018","02:48:03",-0.829710012482122,37.0378200038393,3,48,2,10,0,2018,3,0,0.507167364627527,-45.703442118747,6317.6
"187","10-01-2018","02:54:24",-0.829710012482122,37.0378200038393,24,54,2,10,0,2018,3,0,0.507167364627527,-45.703442118747,6317.6
"188","10-01-2018","02:55:38",-0.829710012482122,37.0378200038393,38,55,2,10,0,2018,3,0,0.507167364627527,-45.703442118747,6317.6
"189","10-01-2018","03:20:42",-1.30208071064359,36.7759077033056,42,20,3,10,0,2018,3,0,0.044194835941187,-45.6582982618702,6317.6
"190","10-01-2018","04:15:54",-1.26604711084026,36.7507374033603,54,15,4,10,0,2018,3,0,0.0695278866004441,-45.699328450003,6317.6
"191","10-01-2018","05:52:52",-1.27306111238582,36.8129184019364,52,52,5,10,0,2018,3,0,0.0140057899721988,-45.6438908474286,6317.6
