"","date","time","latitude","longitude","sec","min","hour","day","month","year","wday","weekend","precipitation","relative_humidity","specific_humidity","temp","wind_u","wind_v","wind_res"
"11","01-01-2018","11:23:14",-1.2825470106648,36.8272337033143,14,23,11,1,0,2018,1,0,24.10000038,72.70000458,0.00956,15.16149292,-0.012186279,-0.933913529,0.933993032653402
"12","01-01-2018","11:32:24",-1.27226142071036,36.8281065733273,24,32,11,1,0,2018,1,0,24.10000038,72.70000458,0.00956,15.16149292,-0.012186279,-0.933913529,0.933993032653402
"13","01-01-2018","14:34:07",-1.60506160878004,37.1669184027834,7,34,14,1,0,2018,1,0,24.10000038,72.70000458,0.00956,15.16149292,-0.012186279,-0.933913529,0.933993032653402
"14","01-01-2019","11:16:39",-1.29856840942822,36.8062442684866,39,16,11,1,0,2019,2,0,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,4.03587875357868
"15","01-01-2019","13:29:39",-1.31616891042251,36.8957256032484,39,29,13,1,0,2019,2,0,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,4.03587875357868
"16","01-02-2018","00:30:46",-1.48139272290435,36.9568247255654,46,30,0,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"17","01-02-2018","01:55:49",-1.26232291070577,36.865900803328,49,55,1,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"18","01-02-2018","02:11:46",-1.23002052105243,36.6843102977858,46,11,2,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"19","01-02-2018","02:41:37",-1.2658876053495,36.8587964116628,37,41,2,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"20","01-02-2018","02:46:29",-1.2311885512248,36.6701635402351,29,46,2,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"21","01-02-2018","03:04:25",-1.2634539351539,36.8625434995677,25,4,3,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"22","01-02-2018","05:06:04",-1.21863695424949,36.8913614321549,4,6,5,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"23","01-02-2018","12:01:53",-1.36466311846164,36.9116420588384,53,1,12,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"24","01-02-2018","12:28:35",-1.36450887948184,36.9112947687754,35,28,12,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"25","01-02-2018","12:45:28",-1.30684241053743,36.8403217032786,28,45,12,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"26","01-02-2018","12:58:49",-1.48464840935047,37.1370319029494,49,58,12,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"27","01-02-2018","13:33:16",-1.329137010416,36.8560730032446,16,33,13,1,1,2018,4,0,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,3.69112818836818
"28","01-02-2019","13:32:39",-1.29889053527612,36.798080872932,39,32,13,1,1,2019,5,0,21.39999962,85.30000305,0.01133,15.31008301,-2.91092515,-3.239997387,4.35557898524058
"29","01-02-2019","15:38:39",-1.29217401059561,36.7878554030086,39,38,15,1,1,2019,5,0,21.39999962,85.30000305,0.01133,15.31008301,-2.91092515,-3.239997387,4.35557898524058
"30","01-02-2019","15:39:39",-1.29280742046086,36.7745039028485,39,39,15,1,1,2019,5,0,21.39999962,85.30000305,0.01133,15.31008301,-2.91092515,-3.239997387,4.35557898524058
"31","01-02-2019","15:39:39",-1.1537678111254,36.9235589034504,39,39,15,1,1,2019,5,0,21.39999962,85.30000305,0.01133,15.31008301,-2.91092515,-3.239997387,4.35557898524058
"32","01-02-2019","16:08:39",-1.29556001064411,36.7980230033069,39,8,16,1,1,2019,5,0,21.39999962,85.30000305,0.01133,15.31008301,-2.91092515,-3.239997387,4.35557898524058
"33","01-02-2019","17:16:39",-1.18884981099406,36.9313824367512,39,16,17,1,1,2019,5,0,21.39999962,85.30000305,0.01133,15.31008301,-2.91092515,-3.239997387,4.35557898524058
"34","01-02-2019","17:53:09",-1.14417041111161,36.9673043034488,9,53,17,1,1,2019,5,0,21.39999962,85.30000305,0.01133,15.31008301,-2.91092515,-3.239997387,4.35557898524058
"35","01-02-2019","18:36:39",-1.14924411109529,36.9620097034438,39,36,18,1,1,2019,5,0,21.39999962,85.30000305,0.01133,15.31008301,-2.91092515,-3.239997387,4.35557898524058
"36","01-02-2019","22:22:09",-1.14923796102426,36.6670427033374,9,22,22,1,1,2019,5,0,21.39999962,85.30000305,0.01133,15.31008301,-2.91092515,-3.239997387,4.35557898524058
"37","01-03-2018","01:14:21",-1.33139815369328,36.8885547604,21,14,1,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"38","01-03-2018","01:19:30",-1.24478301088143,36.866854236923,30,19,1,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"39","01-03-2018","01:31:57",-1.23106961083262,36.8776274033647,57,31,1,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"40","01-03-2018","01:51:56",-1.26074769330228,36.8028519170262,56,51,1,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"41","01-03-2018","02:07:54",-1.33143606788501,36.8885257668545,54,7,2,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"42","01-03-2018","02:34:02",-1.32628935228407,36.8501707018262,2,34,2,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"43","01-03-2018","03:14:42",-1.33221701063897,36.6752110032992,42,14,3,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"44","01-03-2018","03:20:09",-1.46667000917141,37.3333300029053,9,20,3,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"45","01-03-2018","03:29:28",-1.29969864268136,36.8072891351407,28,29,3,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"46","01-03-2018","04:40:43",-1.33143606788501,36.8885257668545,43,40,4,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"47","01-03-2018","04:52:52",-1.18882953049057,36.9313815156246,52,52,4,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"48","01-03-2018","05:00:50",-1.33139815369328,36.8885547604,50,0,5,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"49","01-03-2018","05:01:29",-1.33139815369328,36.8885547604,29,1,5,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"50","01-03-2018","07:28:18",-1.31931636670933,36.8383030150389,18,28,7,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"51","01-03-2018","07:36:00",-1.32164847927276,36.8412999571567,0,36,7,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"52","01-03-2018","07:54:57",-1.31964681048263,36.8379736032627,57,54,7,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"53","01-03-2018","10:37:59",-1.05116901237804,36.332201603768,59,37,10,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"54","01-03-2018","10:40:10",-1.29761784243218,36.8726747681395,10,40,10,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"55","01-03-2018","10:59:13",-1.29758831053682,36.87267070328,13,59,10,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"56","01-03-2018","11:25:18",-1.21773581086208,36.9013860033743,18,25,11,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"57","01-03-2018","12:07:57",-1.25450841093142,36.7212760033847,57,7,12,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"58","01-03-2018","13:29:15",-1.02439791153176,37.0670170035734,15,29,13,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"59","01-03-2018","13:37:34",-1.02471151152956,37.0675787035727,34,37,13,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"60","01-03-2018","15:14:05",-1.25997519893869,36.8434175352992,5,14,15,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"61","01-03-2018","15:56:15",-1.50600950975177,36.757867803049,15,56,15,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"62","01-03-2018","16:28:19",-1.23299303629837,36.8737161625573,19,28,16,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"63","01-03-2018","16:58:26",-1.37934601007226,36.9279070031584,26,58,16,1,2,2018,4,0,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,1.12390414655403
"64","01-03-2019","06:07:37",-1.36289145030928,36.7645544892257,37,7,6,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"65","01-03-2019","06:40:37",-1.26058993504824,36.7185158632065,37,40,6,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"66","01-03-2019","06:49:07",-1.32559992705083,36.7944915304479,7,49,6,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"67","01-03-2019","07:02:07",-1.27173011068693,36.8477679033216,7,2,7,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"68","01-03-2019","07:11:37",-1.26032927184971,36.7708489699427,37,11,7,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"69","01-03-2019","07:43:37",-1.26032927184971,36.7708489699427,37,43,7,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"70","01-03-2019","08:22:37",-1.25928862026468,36.7958569850093,37,22,8,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"71","01-03-2019","09:37:07",-1.26662371084323,36.746475403361,7,37,9,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"72","01-03-2019","09:52:07",-1.28539222574599,36.8832627885051,7,52,9,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"73","01-03-2019","09:52:37",-1.38214917499903,36.770534303523,37,52,9,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"74","01-03-2019","10:31:37",-1.13096257011605,36.9820576864573,37,31,10,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"75","01-03-2019","10:54:37",-1.04090431142572,37.0891641035444,37,54,10,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"76","01-03-2019","11:57:07",-1.20314381090805,36.9169727033882,7,57,11,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"77","01-03-2019","13:16:07",-1.26586656223713,36.7734052918513,7,16,13,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"78","01-03-2019","13:16:37",-1.26586656223713,36.7734052918513,37,16,13,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"79","01-03-2019","19:39:37",-1.1651428545243,36.9585674272331,37,39,19,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"80","01-03-2019","19:39:37",-1.1651428545243,36.9585674272331,37,39,19,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"81","01-03-2019","19:56:07",-1.20361355039397,36.9173289010703,7,56,19,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"82","01-03-2019","19:56:07",-1.20374433073791,36.917527483384,7,56,19,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"83","01-03-2019","20:09:37",-1.1651428545243,36.9585674272331,37,9,20,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"84","01-03-2019","20:17:07",-1.205572510452,36.9174398015152,7,17,20,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"85","01-03-2019","20:17:37",-1.205572510452,36.9174398015152,37,17,20,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"86","01-03-2019","21:42:37",-1.31858993673441,36.8114255537315,37,42,21,1,2,2019,5,0,22.60000038,61.29999924,0.009533877,17.72533569,-2.043989182,-2.582385302,3.29341853157455
"87","01-04-2018","11:39:35",-1.11907251168763,36.6184080035925,35,39,11,1,3,2018,0,1,28.10000038,92.5,0.011835113,14.68096313,-1.880981445,-1.458151817,2.37997855407453
"88","01-04-2018","22:48:36",-1.28327861066503,36.8245566033141,36,48,22,1,3,2018,0,1,28.10000038,92.5,0.011835113,14.68096313,-1.880981445,-1.458151817,2.37997855407453
"89","01-04-2018","22:48:37",-1.30001346063732,36.7878026933044,37,48,22,1,3,2018,0,1,28.10000038,92.5,0.011835113,14.68096313,-1.880981445,-1.458151817,2.37997855407453
"90","01-04-2019","06:15:07",-1.17979242125814,36.9391767559522,7,15,6,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"91","01-04-2019","06:19:08",-1.18143901117524,36.9380360033818,8,19,6,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"92","01-04-2019","06:23:37",-1.18143901117524,36.9380360033818,37,23,6,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"93","01-04-2019","06:25:37",-1.18143901117524,36.9380360033818,37,25,6,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"94","01-04-2019","06:26:37",-1.18143901117524,36.9380360033818,37,26,6,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"95","01-04-2019","06:31:07",-1.18143901117524,36.9380360033818,7,31,6,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"96","01-04-2019","06:39:07",-1.18139204689594,36.9379876750919,7,39,6,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"97","01-04-2019","06:56:37",-1.17755921101219,36.9267302034184,37,56,6,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"98","01-04-2019","14:33:07",-1.26299435780995,36.7927608437611,7,33,14,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"99","01-04-2019","15:33:37",-1.29009001058876,36.8280150033307,37,33,15,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"100","01-04-2019","18:14:07",-1.37226131011812,36.9349118031628,7,14,18,1,3,2019,1,0,21.60000038,75.70000458,0.01125,17.05050049,-3.56526351,-3.32287097,4.87366139355272
"101","01-05-2018","07:49:24",-1.32353649834444,36.8444424505842,24,49,7,1,4,2018,2,0,30,91.11011505,0.01208,15.24358521,-1.775800705,-0.374428689,1.81484571989598
"102","01-05-2018","07:49:24",-1.32353649834444,36.8444424505842,24,49,7,1,4,2018,2,0,30,91.11011505,0.01208,15.24358521,-1.775800705,-0.374428689,1.81484571989598
"103","01-05-2018","18:10:25",-1.34079171061128,36.6667333032909,25,10,18,1,4,2018,2,0,30,91.11011505,0.01208,15.24358521,-1.775800705,-0.374428689,1.81484571989598
"104","01-05-2018","18:54:24",-1.2374144193034,36.8438361299349,24,54,18,1,4,2018,2,0,30,91.11011505,0.01208,15.24358521,-1.775800705,-0.374428689,1.81484571989598
"105","01-05-2018","21:30:24",-1.32956976574454,36.8558262137637,24,30,21,1,4,2018,2,0,30,91.11011505,0.01208,15.24358521,-1.775800705,-0.374428689,1.81484571989598
"106","01-05-2018","21:39:24",-1.33136020360679,36.8625943258456,24,39,21,1,4,2018,2,0,30,91.11011505,0.01208,15.24358521,-1.775800705,-0.374428689,1.81484571989598
"107","01-05-2019","03:46:37",-1.33139815369328,36.8885547604,37,46,3,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"108","01-05-2019","04:10:37",-1.16728401119312,36.8253830034644,37,10,4,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"109","01-05-2019","04:30:07",-1.3285224027756,36.8807800190644,7,30,4,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"110","01-05-2019","05:53:07",-1.29946055997662,36.7934649807774,7,53,5,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"111","01-05-2019","06:37:07",-1.33139815369328,36.8885547604,7,37,6,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"112","01-05-2019","07:01:37",-1.24479261558771,36.8676989548545,37,1,7,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"113","01-05-2019","07:41:37",-1.3285224027756,36.8807800190644,37,41,7,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"114","01-05-2019","08:45:07",-1.3285224027756,36.8807800190644,7,45,8,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"115","01-05-2019","09:51:07",-1.3285224027756,36.8807800190644,7,51,9,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"116","01-05-2019","09:52:07",-1.3285224027756,36.8807800190644,7,52,9,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"117","01-05-2019","10:49:37",-1.45970000963116,37.0077700030255,37,49,10,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"118","01-05-2019","15:48:07",-1.28465951064999,36.8311991033103,7,48,15,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"119","01-05-2019","20:00:07",-1.28516921065944,36.8222384033125,7,0,20,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"120","01-05-2019","20:13:37",-1.28221181066103,36.8312781033134,37,13,20,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"121","01-05-2019","20:55:07",-1.28636916255629,36.7985498899951,7,55,20,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"122","01-05-2019","22:33:37",-1.21906719968389,36.8917852095321,37,33,22,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"123","01-05-2019","22:37:37",-1.21863695424949,36.8913614321549,37,37,22,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"124","01-05-2019","23:18:07",-1.21596575549908,36.9011103018508,7,18,23,1,4,2019,3,0,23.39999962,88.6741333,0.011608173,15.08950195,-2.125776291,-1.842504859,2.81313863768146
"125","01-06-2018","00:14:24",-1.27972925143549,36.8199740844635,24,14,0,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"126","01-06-2018","00:29:24",-1.28391551065813,36.8275618033124,24,29,0,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"127","01-06-2018","06:50:24",-1.36309156037661,36.7643325532015,24,50,6,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"128","01-06-2018","08:13:24",-0.950058912497712,36.6006880038175,24,13,8,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"129","01-06-2018","09:33:24",-0.983374612299807,36.6323335037644,24,33,9,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"130","01-06-2018","09:35:54",-0.950058912497712,36.6006880038175,54,35,9,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"131","01-06-2018","11:46:54",-1.2970143834143,36.8756579986003,54,46,11,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"132","01-06-2018","11:47:24",-1.2970143834143,36.8756579986003,24,47,11,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"133","01-06-2018","11:59:24",-1.26146070341007,36.7170861938403,24,59,11,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"134","01-06-2018","12:01:54",-0.950058912497712,36.6006880038175,54,1,12,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"135","01-06-2018","12:14:24",-1.28391551065813,36.8275618033124,24,14,12,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"136","01-06-2018","13:00:24",-0.950058912497712,36.6006880038175,24,0,13,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"137","01-06-2018","16:13:54",-1.28835047012373,36.8184411510418,54,13,16,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"138","01-06-2018","18:39:54",-1.2960957583149,36.8853654378624,54,39,18,1,5,2018,5,0,22.30000114,91.64633942,0.0121,15.2499939,-0.380146474,-0.187907711,0.424052649499908
"139","01-06-2019","07:38:37",-1.25940789326836,36.7828019113323,37,38,7,1,5,2019,6,0,28.20000076,89.45287323,0.01258,16.08638916,-0.940943599,-0.104553223,0.946734510271365
"140","01-06-2019","08:20:07",-1.32385994649529,36.7992949204657,7,20,8,1,5,2019,6,0,28.20000076,89.45287323,0.01258,16.08638916,-0.940943599,-0.104553223,0.946734510271365
"141","01-06-2019","10:11:07",-1.28741542155638,36.8267973411722,7,11,10,1,5,2019,6,0,28.20000076,89.45287323,0.01258,16.08638916,-0.940943599,-0.104553223,0.946734510271365
"142","01-06-2019","11:32:37",-1.28741542155638,36.8267973411722,37,32,11,1,5,2019,6,0,28.20000076,89.45287323,0.01258,16.08638916,-0.940943599,-0.104553223,0.946734510271365
"143","01-06-2019","12:39:37",-1.28282921058445,36.8873228032944,37,39,12,1,5,2019,6,0,28.20000076,89.45287323,0.01258,16.08638916,-0.940943599,-0.104553223,0.946734510271365
"144","01-06-2019","13:10:08",-1.52841419198252,37.2773819929535,8,10,13,1,5,2019,6,0,28.20000076,89.45287323,0.01258,16.08638916,-0.940943599,-0.104553223,0.946734510271365
"145","01-06-2019","13:11:37",-1.36984301011795,36.917248003159,37,11,13,1,5,2019,6,0,28.20000076,89.45287323,0.01258,16.08638916,-0.940943599,-0.104553223,0.946734510271365
